companyName,description,jobName,location,require,salary,timePost
NETS Solutions Pte. Ltd.,"Chi tiết công việc Software Developer Intern tại NETS Solutions Pte. Ltd. NETS Solutions is NETS’ wholly owned subsidiary. It develops payment infrastructure and transaction processing solutions for central banks, banks and clearing houses in Singapore and the region. We are looking for talented students who are passionate about building a career in payments to join us for an internship in 2024. Internships at NETS Solution aims to offer students both industry exposure and hands-on experience in national projects. Position Summary The Software Developer (intern) will report to the Technical Manager. He/She will participate in the application delivery and support testing for customers and will be responsible for application development and implementation support. Key Responsibilities Application Development and Implementation Participate in the requirement gathering and producing the required technical and operations documentation Working with the solution architect to develop and test the system according to the finalised software requirements Produce quality development works & adhere to standard & methodology Willing to work with the team closely Willing to learn and catch up with the tech stacks which are used within the project Contribute in all phases of the development lifecycle Write well designed, testable, efficient code Ensure designs are in compliance with specifications Perform quality assurance activities such as unit testing, system testing, code review etc Provide support to the customers during acceptance testing and post-cutover implementation Assist in the development and conducting of presentation and training materials Participate in the system integration testing by rendering support to the Test Team and resolve issues reported Requirements Undergraduate or Postgraduate currently pursuing a Degree/Master/PhD in Software Development, Computer Science, Computer Engineering, or a related technical discipline. Experience working with Unix shell scripting, RDBMS (e.g. Oracle) and Application Server (e.g. BEA, WebSphere) (optional) Knowledge or experience with J2EE and n-tier architecture implementation on IBM AIX or Sun Solaris or RHEL platforms (optional) Knowledge in Unix or Database administration will be useful (optional) Knowledge and hands on experience on Java development and Unit Test development (optional) Knowledge on Object Oriented analysis and design using common design patterns. Knowledge Spring Boot Framework (optional) Strong oral and written communication skills Self-motivated and possess strong analytical skills, sharp and meticulous Strong interpersonal skills and good time management skills. Deeply passionate about software coding/development and building great mobile/web applications. Diploma students (in relevant discipline) looking for internship are welcomed to apply",Software Developer Intern,Singapore,"Chi tiết công việc Software Developer Intern tại NETS Solutions Pte. Ltd. NETS Solutions is NETS’ wholly owned subsidiary. It develops payment infrastructure and transaction processing solutions for central banks, banks and clearing houses in Singapore and the region. We are looking for talented students who are passionate about building a career in payments to join us for an internship in 2024. Internships at NETS Solution aims to offer students both industry exposure and hands-on experience in national projects. Position Summary The Software Developer (intern) will report to the Technical Manager. He/She will participate in the application delivery and support testing for customers and will be responsible for application development and implementation support. Key Responsibilities Application Development and Implementation Participate in the requirement gathering and producing the required technical and operations documentation Working with the solution architect to develop and test the system according to the finalised software requirements Produce quality development works & adhere to standard & methodology Willing to work with the team closely Willing to learn and catch up with the tech stacks which are used within the project Contribute in all phases of the development lifecycle Write well designed, testable, efficient code Ensure designs are in compliance with specifications Perform quality assurance activities such as unit testing, system testing, code review etc Provide support to the customers during acceptance testing and post-cutover implementation Assist in the development and conducting of presentation and training materials Participate in the system integration testing by rendering support to the Test Team and resolve issues reported Requirements Undergraduate or Postgraduate currently pursuing a Degree/Master/PhD in Software Development, Computer Science, Computer Engineering, or a related technical discipline. Experience working with Unix shell scripting, RDBMS (e.g. Oracle) and Application Server (e.g. BEA, WebSphere) (optional) Knowledge or experience with J2EE and n-tier architecture implementation on IBM AIX or Sun Solaris or RHEL platforms (optional) Knowledge in Unix or Database administration will be useful (optional) Knowledge and hands on experience on Java development and Unit Test development (optional) Knowledge on Object Oriented analysis and design using common design patterns. Knowledge Spring Boot Framework (optional) Strong oral and written communication skills Self-motivated and possess strong analytical skills, sharp and meticulous Strong interpersonal skills and good time management skills. Deeply passionate about software coding/development and building great mobile/web applications. Diploma students (in relevant discipline) looking for internship are welcomed to apply",Competitive,06-12-2023
NTT Data Singapore,"Chi tiết công việc Software Tester tại NTT Data Singapore Responsibilities: To develop, establish, and enforce quality assurance standards and measures for the course of software development lifecycles Works with the end users, Business Analysts (BAs), Designers and Development Team to define/iterate the test coverage plan to ensure the test scenarios and test cases are scalable and sufficient Provide testing effort estimation for sprint features. Conduct system integration tests with external systems and generate test reports by applying proven analytical / problem-solving skills Development and maintain requirement traceability matrix Works with end users to ensure complete and thorough execution of UAT Coordinates with Development Team to ensure bugs are resolved timely and identifies bug root cause Analyses bugs trend and fine tune QA processes to improve overall quality of the product Develops and fine tunes QA processes and working agreement with stakeholders through regular retrospectives Share the findings/improvements with the team and end users Works with Delivery Team to plan, schedule and execute regression for every product release Works with end users to prepare acceptance documentation for project sign off. Requirements: Fresh graduates are welcome to apply Diploma/Degree (preferably in Architectural, Civil/Structural or Mechanical Engineering) Good technical document writing skills in creating test cases, test scenarios and test steps",Software Tester,Singapore,"Chi tiết công việc Software Tester tại NTT Data Singapore Responsibilities: To develop, establish, and enforce quality assurance standards and measures for the course of software development lifecycles Works with the end users, Business Analysts (BAs), Designers and Development Team to define/iterate the test coverage plan to ensure the test scenarios and test cases are scalable and sufficient Provide testing effort estimation for sprint features. Conduct system integration tests with external systems and generate test reports by applying proven analytical / problem-solving skills Development and maintain requirement traceability matrix Works with end users to ensure complete and thorough execution of UAT Coordinates with Development Team to ensure bugs are resolved timely and identifies bug root cause Analyses bugs trend and fine tune QA processes to improve overall quality of the product Develops and fine tunes QA processes and working agreement with stakeholders through regular retrospectives Share the findings/improvements with the team and end users Works with Delivery Team to plan, schedule and execute regression for every product release Works with end users to prepare acceptance documentation for project sign off. Requirements: Fresh graduates are welcome to apply Diploma/Degree (preferably in Architectural, Civil/Structural or Mechanical Engineering) Good technical document writing skills in creating test cases, test scenarios and test steps","SGD1,3N-SGD1,8N",06-12-2023
Mavericks Consulting,"Chi tiết công việc Junior Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Mavericks, contact us now!",Junior Software Developer,Singapore,"Chi tiết công việc Junior Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Mavericks, contact us now!",SGD3N-SGD5N,01-12-2023
Mavericks Consulting,"Chi tiết công việc Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications At least 5 years of experience in developing various applications Worked in high performance and cross-functional Agile software engineering teams that used practices like Kanban/Scrum/Lean/XP, Test Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc. Experienced in using clean code practices, test automation and writing readable, maintainable code Good understanding of end-to-end application architecture Delivered at least one large-scale project to production Experienced in backend and frontend development (e.g. Web, Mobile, Cloud, etc.) Deep understanding of at least one programming language and at least one programming paradigm (OOP, FP) Experience working with various techstacks (e.g. Typescript, ReactJS, NodeJS, AngularJS, Spring Boot, Ruby on Rails, Javascript, Java, GoLang, etc.) Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Financial and logistical support for Work Visa procurement and relocation (if applicable) Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Maverick, contact us now!",Software Developer,Singapore,"Chi tiết công việc Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications At least 5 years of experience in developing various applications Worked in high performance and cross-functional Agile software engineering teams that used practices like Kanban/Scrum/Lean/XP, Test Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc. Experienced in using clean code practices, test automation and writing readable, maintainable code Good understanding of end-to-end application architecture Delivered at least one large-scale project to production Experienced in backend and frontend development (e.g. Web, Mobile, Cloud, etc.) Deep understanding of at least one programming language and at least one programming paradigm (OOP, FP) Experience working with various techstacks (e.g. Typescript, ReactJS, NodeJS, AngularJS, Spring Boot, Ruby on Rails, Javascript, Java, GoLang, etc.) Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Financial and logistical support for Work Visa procurement and relocation (if applicable) Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Maverick, contact us now!",SGD5N-SGD7N,01-12-2023
Treehouse Finance,"Chi tiết công việc Software Engineer (Backend) tại Treehouse We are seeking a driven and experienced Software Engineer who will work with the team to build the backbone of our business. The ideal candidate should have prior experience working on backend database designs from the ground up in addition to building scalable and extendable web-based infrastructures for online applications. Company Description Treehouse provides DeFi users with live analytics and risk metrics of their digital assets. We are building a unified and user-friendly interface to help users successfully manage their portfolio in the ever-changing world of DeFi. We aim to be the gateway for all traders to effectively manage their DeFi risk across chains, and are backed by some of the world’s top VCs. Roles & Responsibilities Architect efficient database and infrastructure from scratch Design high performance queries to access blockchain and protocol data Build reusable modules and APIs across multiple blockchains and crypto platforms Develop scalable framework for web-based applications tailoring to DeFi Analytics Maintain multiple live and full blockchain nodes as well production databases and infrastructures Requirements 2 - 4 years experience working with open source database and backend programming Hands-on software development experience in Golang, and SQL/no-SQL Proficient in backend infrastructure design and architect Experienced in integrating backend to frontend applications Solid understanding of web-based programming structures Good knowledge of Algorithms, Data Structures, Operating Systems, Database & Distributed systems and basic Cryptography Extensive experience with Git/GitLab/GitHub Experience in Kafka, document, relational and time series databases technologies Strong collaboration and communication skills Capable of researching and exploring new domain knowledge independently Preferred Skills Experience with mainstream programming languages: C/C++, Java, Python, R Knowledge of UNIX based OS and scripting Experience with AWS software development Familiar with Agile project management concepts Exposure to dApps / DeFi / blockchain technology and development Understanding of modern packaging and distribution technologies such as PIP, Docker, kubernetes, anaconda, npm, etc.",Software Engineer (Backend),Singapore,"Chi tiết công việc Software Engineer (Backend) tại Treehouse We are seeking a driven and experienced Software Engineer who will work with the team to build the backbone of our business. The ideal candidate should have prior experience working on backend database designs from the ground up in addition to building scalable and extendable web-based infrastructures for online applications. Company Description Treehouse provides DeFi users with live analytics and risk metrics of their digital assets. We are building a unified and user-friendly interface to help users successfully manage their portfolio in the ever-changing world of DeFi. We aim to be the gateway for all traders to effectively manage their DeFi risk across chains, and are backed by some of the world’s top VCs. Roles & Responsibilities Architect efficient database and infrastructure from scratch Design high performance queries to access blockchain and protocol data Build reusable modules and APIs across multiple blockchains and crypto platforms Develop scalable framework for web-based applications tailoring to DeFi Analytics Maintain multiple live and full blockchain nodes as well production databases and infrastructures Requirements 2 - 4 years experience working with open source database and backend programming Hands-on software development experience in Golang, and SQL/no-SQL Proficient in backend infrastructure design and architect Experienced in integrating backend to frontend applications Solid understanding of web-based programming structures Good knowledge of Algorithms, Data Structures, Operating Systems, Database & Distributed systems and basic Cryptography Extensive experience with Git/GitLab/GitHub Experience in Kafka, document, relational and time series databases technologies Strong collaboration and communication skills Capable of researching and exploring new domain knowledge independently Preferred Skills Experience with mainstream programming languages: C/C++, Java, Python, R Knowledge of UNIX based OS and scripting Experience with AWS software development Familiar with Agile project management concepts Exposure to dApps / DeFi / blockchain technology and development Understanding of modern packaging and distribution technologies such as PIP, Docker, kubernetes, anaconda, npm, etc.",Competitive,29-11-2023
ITLab Pte Ltd,"Chi tiết công việc Software Tester tại ITLab Pte Ltd Roles and Responsibilities : 1. Able to build and deploy the test environment according to the environment building manual 2. Support the functional test, interface test and system test of each subsystem 3. Defect system maintenance, defect report output 4. Interface automation test regression, interface test case execution and defect submission 5. Ability to independently analyze requirements documents and write test cases 6. Experience in WEB and APP application testing 7. Familiar with Linux system and common operation commands, and be proficient in using basic functions such as addition, deletion, modification, and query in database SQL 8. Have experience in automated testing and performance testing and be proficient in using testing tools such as selenium, QTP, LoadRunner, Jmerter 9. Rich experience in interface and business testing, including functions, performance, pressure, etc. Highly sensitive to quality issues, and able to think about the tested modules and interfaces from the perspective of testing. Desired Background : 1. Self-motivated and able to manage and prioritise and tasks and time efficiently 2. Possess excellent verbal and written communication skills (English and Chinese) to work effectively with Staffs at various levels in the organization and China Director. 3. Minimum Graduated or similar discipline Working Hours : 5.5 work week Monday - Friday : 9am - 6pm Sat : 9am - 12pm",Software Tester,"Newton, Singapore","Chi tiết công việc Software Tester tại ITLab Pte Ltd Roles and Responsibilities : 1. Able to build and deploy the test environment according to the environment building manual 2. Support the functional test, interface test and system test of each subsystem 3. Defect system maintenance, defect report output 4. Interface automation test regression, interface test case execution and defect submission 5. Ability to independently analyze requirements documents and write test cases 6. Experience in WEB and APP application testing 7. Familiar with Linux system and common operation commands, and be proficient in using basic functions such as addition, deletion, modification, and query in database SQL 8. Have experience in automated testing and performance testing and be proficient in using testing tools such as selenium, QTP, LoadRunner, Jmerter 9. Rich experience in interface and business testing, including functions, performance, pressure, etc. Highly sensitive to quality issues, and able to think about the tested modules and interfaces from the perspective of testing. Desired Background : 1. Self-motivated and able to manage and prioritise and tasks and time efficiently 2. Possess excellent verbal and written communication skills (English and Chinese) to work effectively with Staffs at various levels in the organization and China Director. 3. Minimum Graduated or similar discipline Working Hours : 5.5 work week Monday - Friday : 9am - 6pm Sat : 9am - 12pm","SGD3N-SGD4,5N",23-11-2023
Zealys Pte Ltd,"Chi tiết công việc Software Developer Intern tại Zealys Pte Ltd Availability: Starting from January 2024 As our new colleague, you will At Zealys, we value our interns by providing them valuable learning opportunities. You will gain real world exposure and knowledge on full software development cycle, from conception to deployment, at a startup environment. You will be working closely with our team of experienced developers and product owner to plan for new product features and bring them to fruition. You will have space and opportunity to contribute your ideas and skills, as well as building transferrable skills that you will be able to apply anywhere. What You Will Learn • Collaborate with product owner, designer and development team to conceptualize and prototype new products from user’s perspective • Liaise with internal and external users in defining requirements, features and solutions • Analyse business or functional requirements to deliver artifacts and prepare detailed specification • Research and develop technical prototypes involving new products and features • Test the built features and ensure delivery of high-quality solutions Who We Are Looking For We especially value applicants who have/are: • Proficient in at least one programming language like C# or JavaScript • Knowledge of an UI framework e.g. ReactJs • Up to date with the latest technologies in web, Kubernetes and micro services • A team player who is passionate in technology and loves to share knowledge and ideas with your colleagues • Proactive in identifying issues and coming up with innovative solutions • Strong analytical skills and enjoy problem-solving • Students from recognized university or polytechnic, studying in computer science or related field • Able to commit to at least a 6 months internship period (full-time) • Eligible to work in Singapore without need for work visa Why you will love working with us • Practical experience with a wide variety of software engineering tasks • Plenty of learning opportunities, including but not limited to wearing multiple hats and gaining great satisfaction from building products from scratch • Shadowing, mentoring, and training opportunities with experienced professionals • A highly motivated team who is passionate in improving the lives of people through design • Space for your ideas and plenty of participation opportunities",Software Developer Intern,Singapore,"Chi tiết công việc Software Developer Intern tại Zealys Pte Ltd Availability: Starting from January 2024 As our new colleague, you will At Zealys, we value our interns by providing them valuable learning opportunities. You will gain real world exposure and knowledge on full software development cycle, from conception to deployment, at a startup environment. You will be working closely with our team of experienced developers and product owner to plan for new product features and bring them to fruition. You will have space and opportunity to contribute your ideas and skills, as well as building transferrable skills that you will be able to apply anywhere. What You Will Learn • Collaborate with product owner, designer and development team to conceptualize and prototype new products from user’s perspective • Liaise with internal and external users in defining requirements, features and solutions • Analyse business or functional requirements to deliver artifacts and prepare detailed specification • Research and develop technical prototypes involving new products and features • Test the built features and ensure delivery of high-quality solutions Who We Are Looking For We especially value applicants who have/are: • Proficient in at least one programming language like C# or JavaScript • Knowledge of an UI framework e.g. ReactJs • Up to date with the latest technologies in web, Kubernetes and micro services • A team player who is passionate in technology and loves to share knowledge and ideas with your colleagues • Proactive in identifying issues and coming up with innovative solutions • Strong analytical skills and enjoy problem-solving • Students from recognized university or polytechnic, studying in computer science or related field • Able to commit to at least a 6 months internship period (full-time) • Eligible to work in Singapore without need for work visa Why you will love working with us • Practical experience with a wide variety of software engineering tasks • Plenty of learning opportunities, including but not limited to wearing multiple hats and gaining great satisfaction from building products from scratch • Shadowing, mentoring, and training opportunities with experienced professionals • A highly motivated team who is passionate in improving the lives of people through design • Space for your ideas and plenty of participation opportunities",SGD800-SGD1N,23-11-2023
Rsm Singapore,"Chi tiết công việc Intern Software Developer tại Rsm Singapore You will be expected to: • work closely with the Project Managers to evaluate and design business cases to digitalize internal workflow • gather business needs and requirements from project stakeholders before translating it into technical and system specifications for workflow automation • working closely with end user which include product testing, integration testing and user acceptance test • prepare system documentation and user guide for the project • conduct internal knowledge transfer Internship period is from December 2023 onwards*",Intern Software Developer,Singapore,"Chi tiết công việc Intern Software Developer tại Rsm Singapore You will be expected to: • work closely with the Project Managers to evaluate and design business cases to digitalize internal workflow • gather business needs and requirements from project stakeholders before translating it into technical and system specifications for workflow automation • working closely with end user which include product testing, integration testing and user acceptance test • prepare system documentation and user guide for the project • conduct internal knowledge transfer Internship period is from December 2023 onwards*","SGD800-SGD1,5N",04-12-2023
ANOTECH Singapore,"Chi tiết công việc Software Developer - Tooling tại ANOTECH Singapore As a Software Engineer in the Product Engineer team, you will participate in the design, implementation, validation, and deployment of Personalization automation tools. Responsibilities: • Assist in design, implementation, validation, maintenance, and deployment of automation software. • Support Product Engineering processes and available toolings. • Aid in collaborating with Engineers and Product Engineering Manager amongst others Requirements: • Master’s Degree in Electrical / Electronics / Computer Engineering / Computer Science. • Excellent knowledge in programming languages like Java, and C#. • At least 5 years of experience as a Software Engineer and have completed at least 2 full SDLC experience • Java programming Experience with Spring framework and MYSQL will be advantageous. • Experience in software architecture is a plus. • Fluent in English. • Motivated by technical topics, rigorous, pragmatic, a team-player in a diverse environment, a strong communicator, able to propose solutions, proactive and innovative. • Able to work autonomously, has high respect of quality and able to meet tight deadlines.",Software Developer - Tooling,Singapore,"Chi tiết công việc Software Developer - Tooling tại ANOTECH Singapore As a Software Engineer in the Product Engineer team, you will participate in the design, implementation, validation, and deployment of Personalization automation tools. Responsibilities: • Assist in design, implementation, validation, maintenance, and deployment of automation software. • Support Product Engineering processes and available toolings. • Aid in collaborating with Engineers and Product Engineering Manager amongst others Requirements: • Master’s Degree in Electrical / Electronics / Computer Engineering / Computer Science. • Excellent knowledge in programming languages like Java, and C#. • At least 5 years of experience as a Software Engineer and have completed at least 2 full SDLC experience • Java programming Experience with Spring framework and MYSQL will be advantageous. • Experience in software architecture is a plus. • Fluent in English. • Motivated by technical topics, rigorous, pragmatic, a team-player in a diverse environment, a strong communicator, able to propose solutions, proactive and innovative. • Able to work autonomously, has high respect of quality and able to meet tight deadlines.",Competitive,24-11-2023
Mavericks Consulting,"Chi tiết công việc Senior Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications At least 5 years of experience in developing various applications Worked in high performance and cross-functional Agile software engineering teams that used practices like Kanban/Scrum/Lean/XP, Test Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc. Experienced in using clean code practices, test automation and writing readable, maintainable code Good understanding of end-to-end application architecture Delivered at least one large-scale project to production Experienced in backend and frontend development (e.g. Web, Mobile, Cloud, etc.) Deep understanding of at least one programming language and at least one programming paradigm (OOP, FP) Experience working with various techstacks (e.g. Typescript, ReactJS, NodeJS, AngularJS, Spring Boot, Ruby on Rails, Javascript, Java, GoLang, etc.) Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Financial and logistical support for Work Visa procurement and relocation (if applicable) Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Maverick, contact us now!",Senior Software Developer,Singapore,"Chi tiết công việc Senior Software Developer tại Mavericks Consulting Do you believe your designs and code could change the world? If YES, read on! Mavericks is a group of skilled IT professionals who love their craft. We solve complex business problems with simple working solutions by applying Agile software development practices. We provide consultancy advice, develop prototypes to validate ideas quickly, and develop systems that WOW people. We love to write code and build systems that delight and bring smiles to our users. We share and have fun on our continuous learning journey. Join us and multiply the fun and awesomeness of our workplace! Your Role and Responsibilities: Empathising with stakeholders to develop appropriate, actionable and holistic working solutions that delivers business value Championing best Agile and software engineering practices (e.g. Test-Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc.) to develop high-quality products and solutions Collaborating with amazing people (we only work with the best!) to solve challenging and complex problems Be positive, proactive and help each other to learn and grow together Provide feedback for improvement and run the company like you own it! Application Process: Pre-interview Exercise Mandatory preliminary round to get a rough gauge on your technical competency Introductory Call A session to get to know more about you and your experience on projects Technical Interview A more in-depth look at your technical skills Leadership Round A session to get to know you better For more details, do visit our website! The Qualifications To Be a Maverick: Minimum Qualifications At least 5 years of experience in developing various applications Worked in high performance and cross-functional Agile software engineering teams that used practices like Kanban/Scrum/Lean/XP, Test Driven Development (TDD), Continuous Integration/ Continuous Delivery (CI/CD), etc. Experienced in using clean code practices, test automation and writing readable, maintainable code Good understanding of end-to-end application architecture Delivered at least one large-scale project to production Experienced in backend and frontend development (e.g. Web, Mobile, Cloud, etc.) Deep understanding of at least one programming language and at least one programming paradigm (OOP, FP) Experience working with various techstacks (e.g. Typescript, ReactJS, NodeJS, AngularJS, Spring Boot, Ruby on Rails, Javascript, Java, GoLang, etc.) Desirable Qualifications Experience with microservices architecture Experience with DevOps practices and Automation tools More about the job Salary and Benefits Competitive salary package (including bonuses) Medical insurance for you and your dependents Telecommunications allowance Financial and logistical support for Work Visa procurement and relocation (if applicable) Learning and Development Book and Training allowances Diverse Career Progression Opportunities Personal Development Opportunities Work Arrangement Good work-life balance Position is based in Singapore Dress Code (Generally) Smart-casual, formal with some clients If you think you have what it takes to be a Maverick, contact us now!",SGD6N-SGD10N,01-12-2023
